CustomerID,CustomerCode,FirstName,LastName,FullName,Gender,DOB,Age,AgeGroup,Email,Phone,City,State,Region,Pincode,RegistrationDate,CustomerSegment,PreferredCategory,IsPrimeMember,IsActive
C002348,CUST002348,Shaurya,Johal,Shaurya Johal,Male,1983-01-20,43,35-44,shaurya.johal926@gmail.com,3399821590,Cuttack,Odisha,East,753001,2024-05-01,Regular,Sports,True,True
C002349,CUST002349,Advika,Shenoy,Advika Shenoy,Female,1973-11-05,52,45-54,advika.shenoy49@gmail.com,4845677154,Gwalior,Madhya Pradesh,Central,474001,2025-03-10,Regular,Beauty,True,True
C002350,CUST002350,Christopher,Shetty,Christopher Shetty,Male,1991-05-01,35,35-44,christopher.shetty882@gmail.com,6893911645,Cuttack,Odisha,East,753001,2023-09-13,New,Beauty,True,True
C002351,CUST002351,Urvi,Rattan,Urvi Rattan,Female,1998-12-06,27,25-34,urvi.rattan210@gmail.com,6664760852,Surat,Gujarat,West,395003,2024-05-29,New,Beauty,False,True
C002352,CUST002352,Aayush,Tella,Aayush Tella,Male,1988-10-03,37,35-44,aayush.tella709@gmail.com,5521750499,Panaji,Goa,West,403001,2026-06-06,New,Sports,True,False
C002353,CUST002353,Yochana,Talwar,Yochana Talwar,Female,2001-06-29,24,18-24,yochana.talwar596@gmail.com,7275442206,Gurugram,Haryana,North,122001,2024-03-31,Premium,Fashion,False,True
C002354,CUST002354,Balvan,Pathak,Balvan Pathak,Male,1968-03-29,58,55+,balvan.pathak201@gmail.com,8738640067,Bhopal,Madhya Pradesh,West,462001,2025-04-09,New,Electronics,False,True
C002355,CUST002355,Ekiya,Mody,Ekiya Mody,Female,1993-09-18,32,25-34,ekiya.mody185@gmail.com,3214303183,Bilaspur,Chhattisgarh,Central,495001,2025-09-16,New,Home & Kitchen,False,False
C002356,CUST002356,Kashvi,Khurana,Kashvi Khurana,Female,1966-10-30,59,55+,kashvi.khurana712@gmail.com,4065488558,Siliguri,West Bengal,East,734001,2024-03-29,Premium,Fashion,True,True
C002357,CUST002357,Yahvi,Nagarajan,Yahvi Nagarajan,Female,1990-10-06,35,35-44,yahvi.nagarajan388@gmail.com,9615143697,Coimbatore,Tamil Nadu,South,641001,2024-04-02,Premium,Beauty,True,True
C002358,CUST002358,Lajita,Pal,Lajita Pal,Female,1996-06-06,30,25-34,lajita.pal26@gmail.com,9838713556,Mysuru,Karnataka,South,570001,2025-09-29,Regular,Grocery,False,True
C002359,CUST002359,Unnati,Sankaran,Unnati Sankaran,Female,1982-04-27,44,35-44,unnati.sankaran208@gmail.com,8641782560,Gwalior,Madhya Pradesh,Central,474001,2025-09-25,Regular,Home & Kitchen,False,True
C002360,CUST002360,Divya,Choudhry,Divya Choudhry,Female,1994-11-21,31,25-34,divya.choudhry862@gmail.com,4762936842,Ranchi,Jharkhand,East,834001,2023-09-03,Premium,Beauty,False,True
C002361,CUST002361,Tanveer,Vohra,Tanveer Vohra,Male,1990-02-08,36,35-44,tanveer.vohra351@gmail.com,3679901027,Kanpur,Uttar Pradesh,North,208001,2026-05-11,Regular,Electronics,True,True
C002362,CUST002362,Balvan,Bhardwaj,Balvan Bhardwaj,Male,2007-09-06,18,18-24,balvan.bhardwaj343@gmail.com,8721215190,Surat,Gujarat,West,395003,2023-03-19,New,Home & Kitchen,True,True
C002363,CUST002363,Mahika,Pandey,Mahika Pandey,Female,1991-07-10,34,25-34,mahika.pandey187@gmail.com,2201656633,Lucknow,Uttar Pradesh,North,226001,2023-08-09,Regular,Home & Kitchen,True,True
C002364,CUST002364,Jagvi,Pandit,Jagvi Pandit,Female,1967-12-18,58,55+,jagvi.pandit109@gmail.com,6253814030,Patna,Bihar,East,800001,2024-03-15,Regular,Grocery,False,False
C002365,CUST002365,Yug,Murthy,Yug Murthy,Male,1986-10-21,39,35-44,yug.murthy985@gmail.com,0248435074,Jaipur,Rajasthan,North,302001,2025-07-05,Premium,Electronics,True,True
C002366,CUST002366,Qarin,Atwal,Qarin Atwal,Male,2006-04-30,20,18-24,qarin.atwal372@gmail.com,0999702440,Guwahati,Assam,East,781001,2023-08-12,New,Books,False,True
C002367,CUST002367,Matthew,Jain,Matthew Jain,Male,1971-05-03,55,55+,matthew.jain584@gmail.com,7182353277,Lucknow,Uttar Pradesh,North,226001,2025-02-23,Regular,Electronics,False,True
C002368,CUST002368,Imaran,Suri,Imaran Suri,Male,1995-02-28,31,25-34,imaran.suri874@gmail.com,6172757355,Asansol,West Bengal,East,713301,2023-09-27,Regular,Electronics,True,True
C002369,CUST002369,Nilima,Chhabra,Nilima Chhabra,Female,1985-01-31,41,35-44,nilima.chhabra804@gmail.com,6615393929,Gurugram,Haryana,North,122001,2023-11-30,Premium,Home & Kitchen,False,True
C002370,CUST002370,Lila,Gola,Lila Gola,Female,1996-12-18,29,25-34,lila.gola821@gmail.com,0134339062,Chandigarh,Chandigarh,North,160017,2023-04-30,Premium,Books,False,True
C002371,CUST002371,Vrishti,Zacharia,Vrishti Zacharia,Female,2007-03-14,19,18-24,vrishti.zacharia355@gmail.com,7733912990,Ludhiana,Punjab,North,141001,2025-06-24,New,Books,True,True
C002372,CUST002372,Janya,Sengupta,Janya Sengupta,Female,1973-02-04,53,45-54,janya.sengupta382@gmail.com,9395571421,Jabalpur,Madhya Pradesh,Central,482001,2024-07-26,Regular,Home & Kitchen,False,True
C002373,CUST002373,Chanchal,Sama,Chanchal Sama,Female,1978-03-16,48,45-54,chanchal.sama942@gmail.com,9100443643,Raipur,Chhattisgarh,Central,492001,2026-06-10,New,Beauty,True,False
C002374,CUST002374,Rohan,Loke,Rohan Loke,Male,1985-03-22,41,35-44,rohan.loke913@gmail.com,6914220072,Chennai,Tamil Nadu,South,600001,2025-05-26,Premium,Electronics,True,True
C002375,CUST002375,Fitan,Sathe,Fitan Sathe,Male,1992-07-24,33,25-34,fitan.sathe909@gmail.com,8087857109,Mangaluru,Karnataka,South,575001,2023-11-16,Regular,Home & Kitchen,False,True
C002376,CUST002376,Ikbal,Guha,Ikbal Guha,Male,2002-04-03,24,18-24,ikbal.guha828@gmail.com,0900632586,Belagavi,Karnataka,South,590001,2024-04-29,New,Books,False,True
C002377,CUST002377,Vyanjana,Sehgal,Vyanjana Sehgal,Female,1987-12-26,38,35-44,vyanjana.sehgal218@gmail.com,6172847034,Indore,Madhya Pradesh,West,452001,2023-05-22,New,Home & Kitchen,True,True
C002378,CUST002378,Mahika,Sama,Mahika Sama,Female,1980-03-21,46,45-54,mahika.sama547@gmail.com,5684154635,Kolkata,West Bengal,East,700001,2024-01-09,Regular,Home & Kitchen,True,True
C002379,CUST002379,Dipta,Shroff,Dipta Shroff,Female,1986-10-02,39,35-44,dipta.shroff880@gmail.com,8517696595,Noida,Uttar Pradesh,North,201301,2026-04-16,Regular,Sports,False,True
C002380,CUST002380,Samarth,Narang,Samarth Narang,Male,1993-07-04,32,25-34,samarth.narang668@gmail.com,7522964842,Jaipur,Rajasthan,North,302001,2025-07-08,Premium,Books,False,False
C002381,CUST002381,Chanchal,Anand,Chanchal Anand,Female,2003-11-10,22,18-24,chanchal.anand181@gmail.com,1455795372,Warangal,Telangana,South,506002,2023-01-14,New,Books,False,True
C002382,CUST002382,Jyoti,Sundaram,Jyoti Sundaram,Female,1992-06-18,34,25-34,jyoti.sundaram187@gmail.com,4264302970,Vadodara,Gujarat,West,390001,2024-03-04,Premium,Electronics,False,True
C002383,CUST002383,Balvan,Kannan,Balvan Kannan,Male,1998-08-07,27,25-34,balvan.kannan909@gmail.com,2109352439,Jabalpur,Madhya Pradesh,Central,482001,2023-10-01,New,Electronics,True,True
C002384,CUST002384,Faraj,Ganesan,Faraj Ganesan,Male,2006-10-23,19,18-24,faraj.ganesan102@gmail.com,9628407695,Ranchi,Jharkhand,East,834001,2024-09-16,Regular,Electronics,False,True
C002385,CUST002385,Hardik,Bhagat,Hardik Bhagat,Male,2002-08-15,23,18-24,hardik.bhagat34@gmail.com,7679007824,Chandigarh,Chandigarh,North,160017,2024-06-21,Regular,Fashion,False,True
C002386,CUST002386,Max,Rastogi,Max Rastogi,Male,1994-10-22,31,25-34,max.rastogi195@gmail.com,8360943868,Kanpur,Uttar Pradesh,North,208001,2025-04-07,Regular,Electronics,False,True
C002387,CUST002387,Gauri,Parekh,Gauri Parekh,Female,1966-08-06,59,55+,gauri.parekh282@gmail.com,5629726692,Kanpur,Uttar Pradesh,North,208001,2025-08-08,Regular,Sports,False,True
C002388,CUST002388,Jagrati,Dhar,Jagrati Dhar,Female,1987-10-05,38,35-44,jagrati.dhar643@gmail.com,4689270472,Hyderabad,Telangana,South,500001,2025-02-15,New,Beauty,False,True
C002389,CUST002389,Gopal,Khosla,Gopal Khosla,Male,1982-09-20,43,35-44,gopal.khosla411@gmail.com,1051496180,Dehradun,Uttarakhand,North,248001,2025-07-17,Regular,Sports,False,True
C002390,CUST002390,Ranbir,Varghese,Ranbir Varghese,Male,1992-06-02,34,25-34,ranbir.varghese478@gmail.com,8879244940,Kolkata,West Bengal,East,700001,2024-01-08,Regular,Electronics,False,True
C002391,CUST002391,Jason,Parsa,Jason Parsa,Male,1971-02-26,55,55+,jason.parsa606@gmail.com,1344088331,Mumbai,Maharashtra,West,400001,2025-06-26,Regular,Sports,True,True
C002392,CUST002392,Jatin,Bala,Jatin Bala,Male,1973-09-26,52,45-54,jatin.bala639@gmail.com,7691237793,Mysuru,Karnataka,South,570001,2024-10-29,New,Fashion,False,True
C002393,CUST002393,Aarav,Chand,Aarav Chand,Male,1976-03-19,50,45-54,aarav.chand683@gmail.com,3185200239,Jabalpur,Madhya Pradesh,Central,482001,2025-04-23,Premium,Electronics,False,True
C002394,CUST002394,Chandran,Patla,Chandran Patla,Male,1975-10-26,50,45-54,chandran.patla342@gmail.com,6314098212,Ranchi,Jharkhand,East,834001,2024-09-12,New,Beauty,True,True
C002395,CUST002395,Watika,Bath,Watika Bath,Female,1977-12-22,48,45-54,watika.bath579@gmail.com,6720129590,Guwahati,Assam,East,781001,2024-05-15,Regular,Books,False,True
C002396,CUST002396,Krisha,Chaudhari,Krisha Chaudhari,Female,1996-07-18,29,25-34,krisha.chaudhari913@gmail.com,0001917653,Surat,Gujarat,West,395003,2025-05-05,New,Sports,False,True
C002397,CUST002397,Harita,Menon,Harita Menon,Female,1986-07-02,39,35-44,harita.menon350@gmail.com,7151547469,Nagpur,Maharashtra,West,440001,2023-11-27,Regular,Home & Kitchen,True,True
C002398,CUST002398,Devika,Comar,Devika Comar,Female,1997-02-19,29,25-34,devika.comar129@gmail.com,2728204009,Ahmedabad,Gujarat,West,380001,2026-03-28,Regular,Books,False,True
C002399,CUST002399,Jagat,Venkatesh,Jagat Venkatesh,Male,1966-02-20,60,55+,jagat.venkatesh594@gmail.com,2321600593,Jodhpur,Rajasthan,North,342001,2026-05-21,Regular,Books,False,True
C002400,CUST002400,Gaurav,Lanka,Gaurav Lanka,Male,1970-08-28,55,55+,gaurav.lanka489@gmail.com,7625202131,Jodhpur,Rajasthan,North,342001,2023-05-24,New,Home & Kitchen,True,True
C002401,CUST002401,Chavvi,Sarkar,Chavvi Sarkar,Female,1997-04-13,29,25-34,chavvi.sarkar603@gmail.com,3267011678,Bilaspur,Chhattisgarh,Central,495001,2023-08-19,New,Sports,False,True
C002402,CUST002402,Christopher,Chowdhury,Christopher Chowdhury,Male,1994-12-12,31,25-34,christopher.chowdhury822@gmail.com,9025153864,Hyderabad,Telangana,South,500001,2023-11-02,New,Sports,False,True
C002403,CUST002403,Hamsini,Sankaran,Hamsini Sankaran,Female,1995-08-03,30,25-34,hamsini.sankaran789@gmail.com,0994175304,Gurugram,Haryana,North,122001,2023-04-22,Regular,Fashion,True,True
C002404,CUST002404,Abha,Patel,Abha Patel,Female,1978-11-30,47,45-54,abha.patel710@gmail.com,1050755084,Asansol,West Bengal,East,713301,2025-08-11,Regular,Beauty,False,True
C002405,CUST002405,Zashil,Nagarajan,Zashil Nagarajan,Male,1976-08-17,49,45-54,zashil.nagarajan413@gmail.com,0378467970,Guwahati,Assam,East,781001,2025-02-01,Regular,Home & Kitchen,True,True
C002406,CUST002406,Aarush,Karan,Aarush Karan,Male,1967-02-03,59,55+,aarush.karan407@gmail.com,0583550172,Gwalior,Madhya Pradesh,Central,474001,2023-03-24,New,Home & Kitchen,False,True
C002407,CUST002407,Timothy,Ganesh,Timothy Ganesh,Male,1996-05-31,30,25-34,timothy.ganesh176@gmail.com,2901832051,Howrah,West Bengal,East,711101,2026-03-21,Regular,Grocery,True,True
C002408,CUST002408,Chakradev,Dugar,Chakradev Dugar,Male,1969-10-13,56,55+,chakradev.dugar668@gmail.com,3680199050,Bilaspur,Chhattisgarh,Central,495001,2026-03-14,Premium,Books,True,True
C002409,CUST002409,Gaurav,Mitter,Gaurav Mitter,Male,1968-04-20,58,55+,gaurav.mitter499@gmail.com,7471170648,Bilaspur,Chhattisgarh,Central,495001,2026-04-16,Regular,Sports,True,True
C002410,CUST002410,Qushi,Sarraf,Qushi Sarraf,Female,2004-01-18,22,18-24,qushi.sarraf600@gmail.com,3124079044,Dhanbad,Jharkhand,East,826001,2025-11-13,New,Beauty,False,True
C002411,CUST002411,Chaitaly,Koshy,Chaitaly Koshy,Female,2002-05-23,24,18-24,chaitaly.koshy127@gmail.com,1456767761,Kanpur,Uttar Pradesh,North,208001,2023-06-19,New,Beauty,False,True
C002412,CUST002412,Omkaar,Dayal,Omkaar Dayal,Male,1983-09-19,42,35-44,omkaar.dayal130@gmail.com,0921764517,Gurugram,Haryana,North,122001,2023-04-10,Regular,Sports,True,True
C002413,CUST002413,Vidhi,Baria,Vidhi Baria,Female,1974-04-03,52,45-54,vidhi.baria773@gmail.com,4534782772,Chandigarh,Chandigarh,North,160017,2025-08-13,Regular,Fashion,True,True
C002414,CUST002414,Neel,Gupta,Neel Gupta,Male,1975-08-09,50,45-54,neel.gupta133@gmail.com,2848987358,Madurai,Tamil Nadu,South,625001,2023-08-19,Regular,Electronics,True,True
C002415,CUST002415,Zaid,Ghosh,Zaid Ghosh,Male,1996-09-08,29,25-34,zaid.ghosh458@gmail.com,3570240939,Jodhpur,Rajasthan,North,342001,2023-10-06,Regular,Sports,False,True
C002416,CUST002416,Zayan,Rattan,Zayan Rattan,Male,1994-04-24,32,25-34,zayan.rattan223@gmail.com,6484427398,Mumbai,Maharashtra,West,400001,2024-03-14,New,Beauty,True,True
C002417,CUST002417,Jackson,Nagar,Jackson Nagar,Male,1992-03-20,34,25-34,jackson.nagar116@gmail.com,1886762273,Bhubaneswar,Odisha,East,751001,2024-01-02,Regular,Sports,False,True
C002418,CUST002418,Ojas,Kara,Ojas Kara,Male,1981-06-13,45,45-54,ojas.kara709@gmail.com,0166334014,Gwalior,Madhya Pradesh,Central,474001,2024-07-31,New,Electronics,True,True
C002419,CUST002419,Ekani,Chanda,Ekani Chanda,Female,1990-12-16,35,35-44,ekani.chanda344@gmail.com,2636288623,Ranchi,Jharkhand,East,834001,2025-12-10,New,Home & Kitchen,False,True
C002420,CUST002420,Gunbir,Patla,Gunbir Patla,Male,1996-09-27,29,25-34,gunbir.patla208@gmail.com,5514344211,Warangal,Telangana,South,506002,2026-05-06,New,Fashion,True,True
C002421,CUST002421,Damini,Sibal,Damini Sibal,Female,1988-08-02,37,35-44,damini.sibal11@gmail.com,9574218842,Panaji,Goa,West,403001,2025-02-18,Regular,Electronics,False,True
C002422,CUST002422,Mason,Radhakrishnan,Mason Radhakrishnan,Male,1981-08-26,44,35-44,mason.radhakrishnan853@gmail.com,9116479246,Raipur,Chhattisgarh,Central,492001,2026-03-11,Regular,Fashion,False,True
C002423,CUST002423,Maanas,Gokhale,Maanas Gokhale,Male,2005-05-26,21,18-24,maanas.gokhale967@gmail.com,3539987591,Coimbatore,Tamil Nadu,South,641001,2024-04-13,Premium,Electronics,True,True
C002424,CUST002424,Radha,Khatri,Radha Khatri,Female,1965-08-16,60,55+,radha.khatri227@gmail.com,4518347923,Kolkata,West Bengal,East,700001,2024-10-30,Regular,Grocery,True,False
C002425,CUST002425,Arjun,Nori,Arjun Nori,Male,1997-02-27,29,25-34,arjun.nori503@gmail.com,1081246437,Ahmedabad,Gujarat,West,380001,2023-06-03,Premium,Books,True,True
C002426,CUST002426,Rehaan,Ganguly,Rehaan Ganguly,Male,1986-06-23,40,35-44,rehaan.ganguly294@gmail.com,6066961069,Jaipur,Rajasthan,North,302001,2023-09-10,Regular,Fashion,False,True
C002427,CUST002427,Samuel,Kibe,Samuel Kibe,Male,1995-10-28,30,25-34,samuel.kibe451@gmail.com,1879065061,Kochi,Kerala,South,682001,2026-05-11,Regular,Grocery,False,False
C002428,CUST002428,Lila,Sarma,Lila Sarma,Female,1971-03-02,55,55+,lila.sarma675@gmail.com,1250231600,Siliguri,West Bengal,East,734001,2023-02-15,Regular,Fashion,True,True
C002429,CUST002429,Joshua,Ben,Joshua Ben,Male,1978-03-23,48,45-54,joshua.ben656@gmail.com,8683212086,Bhopal,Madhya Pradesh,West,462001,2024-10-16,New,Books,True,True
C002430,CUST002430,Balveer,Lalla,Balveer Lalla,Male,2007-06-23,19,18-24,balveer.lalla939@gmail.com,7966997842,Nagpur,Maharashtra,West,440001,2024-08-07,New,Electronics,True,True
C002431,CUST002431,Anamika,Bhatia,Anamika Bhatia,Female,1970-01-26,56,55+,anamika.bhatia815@gmail.com,2460737238,Agra,Uttar Pradesh,North,282001,2026-03-01,Premium,Sports,False,True
C002432,CUST002432,Udyati,Bir,Udyati Bir,Female,1989-07-26,36,35-44,udyati.bir390@gmail.com,9947576379,Patna,Bihar,East,800001,2023-05-13,Regular,Beauty,False,False
C002433,CUST002433,Yashasvi,Garde,Yashasvi Garde,Female,2005-11-01,20,18-24,yashasvi.garde866@gmail.com,7797983676,Jaipur,Rajasthan,North,302001,2023-12-20,Premium,Home & Kitchen,False,True
C002434,CUST002434,Adweta,Singh,Adweta Singh,Female,1986-09-14,39,35-44,adweta.singh826@gmail.com,3948150439,Lucknow,Uttar Pradesh,North,226001,2025-06-08,New,Electronics,False,True
C002435,CUST002435,Ayaan,Khalsa,Ayaan Khalsa,Male,1988-09-07,37,35-44,ayaan.khalsa112@gmail.com,5869660963,Mangaluru,Karnataka,South,575001,2024-02-29,New,Sports,False,True
C002436,CUST002436,Rachana,Mohanty,Rachana Mohanty,Female,1997-04-30,29,25-34,rachana.mohanty53@gmail.com,1210184262,Gurugram,Haryana,North,122001,2024-07-19,Regular,Electronics,False,True
C002437,CUST002437,Ekapad,Raghavan,Ekapad Raghavan,Male,1986-08-19,39,35-44,ekapad.raghavan616@gmail.com,2459408593,Amritsar,Punjab,North,143001,2023-07-19,Regular,Sports,False,True
C002438,CUST002438,Naveen,Ravi,Naveen Ravi,Male,1990-11-24,35,35-44,naveen.ravi530@gmail.com,3779507655,Bilaspur,Chhattisgarh,Central,495001,2023-08-10,Premium,Sports,True,True
C002439,CUST002439,Veer,Kapoor,Veer Kapoor,Male,1998-07-17,27,25-34,veer.kapoor91@gmail.com,5122584679,Chandigarh,Chandigarh,North,160017,2025-07-16,New,Electronics,False,True
C002440,CUST002440,Atharv,Butala,Atharv Butala,Male,1998-12-12,27,25-34,atharv.butala420@gmail.com,9294965239,Vadodara,Gujarat,West,390001,2025-01-09,Premium,Home & Kitchen,False,True
C002441,CUST002441,Rushil,Taneja,Rushil Taneja,Male,1982-10-26,43,35-44,rushil.taneja890@gmail.com,8540700841,Madurai,Tamil Nadu,South,625001,2024-02-07,New,Beauty,False,True
C002442,CUST002442,Pavani,Butala,Pavani Butala,Female,1974-04-02,52,45-54,pavani.butala133@gmail.com,5753851397,Jodhpur,Rajasthan,North,342001,2025-05-22,Regular,Beauty,True,True
C002443,CUST002443,Raghav,Kota,Raghav Kota,Male,1988-03-10,38,35-44,raghav.kota422@gmail.com,1426204085,Bhopal,Madhya Pradesh,West,462001,2024-02-12,Premium,Books,False,True
C002444,CUST002444,Ekavir,Bains,Ekavir Bains,Male,1992-07-22,33,25-34,ekavir.bains371@gmail.com,1189787372,Jodhpur,Rajasthan,North,342001,2024-06-04,Regular,Grocery,False,True
C002445,CUST002445,Gaurav,Raja,Gaurav Raja,Male,1989-04-02,37,35-44,gaurav.raja68@gmail.com,4191716033,Amritsar,Punjab,North,143001,2024-05-07,Regular,Sports,False,True
C002446,CUST002446,Kala,Bhat,Kala Bhat,Female,1999-10-26,26,25-34,kala.bhat35@gmail.com,8436602093,Gurugram,Haryana,North,122001,2025-04-29,Regular,Home & Kitchen,False,True
C002447,CUST002447,Caleb,Kapadia,Caleb Kapadia,Male,1997-07-19,28,25-34,caleb.kapadia268@gmail.com,9367677773,Madurai,Tamil Nadu,South,625001,2023-04-14,Regular,Grocery,False,True
C002448,CUST002448,Sathvik,Oommen,Sathvik Oommen,Male,1996-07-09,29,25-34,sathvik.oommen850@gmail.com,4590348195,Mysuru,Karnataka,South,570001,2024-06-21,Regular,Beauty,False,True
C002449,CUST002449,Ladli,Jaggi,Ladli Jaggi,Female,1989-11-09,36,35-44,ladli.jaggi813@gmail.com,6939553308,Howrah,West Bengal,East,711101,2023-01-07,Regular,Sports,False,True
C002450,CUST002450,Ekansh,Handa,Ekansh Handa,Male,1982-06-17,44,35-44,ekansh.handa672@gmail.com,1485507026,Mangaluru,Karnataka,South,575001,2024-06-07,Regular,Beauty,True,True
C002451,CUST002451,Ladli,Badal,Ladli Badal,Female,1994-11-21,31,25-34,ladli.badal213@gmail.com,7415144876,Gurugram,Haryana,North,122001,2026-05-26,Regular,Grocery,False,True
C002452,CUST002452,Gaurangi,Chhabra,Gaurangi Chhabra,Female,1994-01-24,32,25-34,gaurangi.chhabra777@gmail.com,2797302940,Siliguri,West Bengal,East,734001,2025-06-18,Regular,Books,False,True
C002453,CUST002453,Urmi,Narang,Urmi Narang,Female,1998-01-03,28,25-34,urmi.narang985@gmail.com,2358937712,Coimbatore,Tamil Nadu,South,641001,2025-04-21,Premium,Electronics,True,True
C002454,CUST002454,Rachit,Golla,Rachit Golla,Male,2002-01-09,24,18-24,rachit.golla340@gmail.com,1994951659,Agra,Uttar Pradesh,North,282001,2025-09-09,Regular,Fashion,True,True
C002455,CUST002455,Bhavna,Majumdar,Bhavna Majumdar,Female,1986-10-26,39,35-44,bhavna.majumdar606@gmail.com,4523900415,Thiruvananthapuram,Kerala,South,695001,2024-03-07,Regular,Beauty,False,True
C002456,CUST002456,Frado,Mitter,Frado Mitter,Male,1976-02-10,50,45-54,frado.mitter179@gmail.com,5470189779,Patna,Bihar,East,800001,2025-07-02,Regular,Electronics,False,True
C002457,CUST002457,Prisha,Bath,Prisha Bath,Female,1973-12-25,52,45-54,prisha.bath935@gmail.com,9367250280,Bhubaneswar,Odisha,East,751001,2023-10-13,New,Grocery,True,True
C002458,CUST002458,Ayush,Mukherjee,Ayush Mukherjee,Male,1970-09-13,55,55+,ayush.mukherjee38@gmail.com,3460316134,Coimbatore,Tamil Nadu,South,641001,2023-07-02,Regular,Books,True,True
C002459,CUST002459,Abha,Sura,Abha Sura,Female,2005-06-15,21,18-24,abha.sura728@gmail.com,5752754283,Coimbatore,Tamil Nadu,South,641001,2026-01-22,Premium,Books,True,True
C002460,CUST002460,Edhitha,Ratta,Edhitha Ratta,Female,1998-10-26,27,25-34,edhitha.ratta560@gmail.com,6688155715,Warangal,Telangana,South,506002,2023-08-18,New,Grocery,False,True
C002461,CUST002461,Rajata,Sagar,Rajata Sagar,Female,1993-10-25,32,25-34,rajata.sagar960@gmail.com,9409363646,Bhubaneswar,Odisha,East,751001,2025-11-06,New,Books,False,False
C002462,CUST002462,Advika,Om,Advika Om,Female,2004-03-06,22,18-24,advika.om911@gmail.com,1133956322,Ahmedabad,Gujarat,West,380001,2024-09-14,Regular,Fashion,False,True
C002463,CUST002463,Leena,Prabhu,Leena Prabhu,Female,1970-07-24,55,55+,leena.prabhu529@gmail.com,6192126974,Amritsar,Punjab,North,143001,2025-11-16,Regular,Fashion,False,True
C002464,CUST002464,Sara,Sunder,Sara Sunder,Female,2003-02-21,23,18-24,sara.sunder57@gmail.com,8963196305,Jodhpur,Rajasthan,North,342001,2023-01-24,Regular,Electronics,False,True
C002465,CUST002465,Gaurika,Talwar,Gaurika Talwar,Female,2008-02-23,18,18-24,gaurika.talwar203@gmail.com,9225916423,Kanpur,Uttar Pradesh,North,208001,2024-10-17,Regular,Electronics,False,True
C002466,CUST002466,Aahana,Dara,Aahana Dara,Female,1974-08-11,51,45-54,aahana.dara96@gmail.com,0176319198,Howrah,West Bengal,East,711101,2023-06-24,New,Grocery,True,True
C002467,CUST002467,Simon,Kohli,Simon Kohli,Male,1997-03-28,29,25-34,simon.kohli696@gmail.com,3606223063,Dehradun,Uttarakhand,North,248001,2025-10-20,Regular,Beauty,True,True
C002468,CUST002468,Priya,Sahni,Priya Sahni,Female,1997-06-30,28,25-34,priya.sahni696@gmail.com,5694298410,Kolkata,West Bengal,East,700001,2025-10-30,New,Sports,False,True
C002469,CUST002469,Neha,Anand,Neha Anand,Female,1967-11-20,58,55+,neha.anand274@gmail.com,0324827463,Bhubaneswar,Odisha,East,751001,2023-04-13,New,Beauty,False,True
C002470,CUST002470,Nicholas,Datta,Nicholas Datta,Male,1981-01-30,45,45-54,nicholas.datta667@gmail.com,8820380695,Siliguri,West Bengal,East,734001,2025-05-17,New,Grocery,True,True
C002471,CUST002471,Zayyan,Sachar,Zayyan Sachar,Male,1974-12-03,51,45-54,zayyan.sachar351@gmail.com,1112817790,Thiruvananthapuram,Kerala,South,695001,2025-09-25,New,Books,False,True
C002472,CUST002472,Jagrati,Raman,Jagrati Raman,Female,1994-04-30,32,25-34,jagrati.raman684@gmail.com,9472813265,Panaji,Goa,West,403001,2023-08-08,Regular,Grocery,False,True
C002473,CUST002473,Yasti,Mammen,Yasti Mammen,Female,1988-05-13,38,35-44,yasti.mammen299@gmail.com,9029403753,Thiruvananthapuram,Kerala,South,695001,2024-08-22,Regular,Beauty,False,True
C002474,CUST002474,Pooja,Hora,Pooja Hora,Female,1972-10-21,53,45-54,pooja.hora282@gmail.com,2756719503,Noida,Uttar Pradesh,North,201301,2026-01-24,New,Home & Kitchen,False,True
C002475,CUST002475,Avni,Pingle,Avni Pingle,Female,1992-11-21,33,25-34,avni.pingle114@gmail.com,1265249489,Dehradun,Uttarakhand,North,248001,2024-10-01,New,Grocery,True,True
C002476,CUST002476,Bimala,Tella,Bimala Tella,Female,1989-09-03,36,35-44,bimala.tella655@gmail.com,8820151497,Warangal,Telangana,South,506002,2023-11-24,Premium,Home & Kitchen,False,True
C002477,CUST002477,Vaishnavi,Taneja,Vaishnavi Taneja,Female,1993-08-18,32,25-34,vaishnavi.taneja818@gmail.com,6165765282,Surat,Gujarat,West,395003,2026-01-16,Regular,Electronics,False,True
C002478,CUST002478,Ekalinga,Ram,Ekalinga Ram,Male,1972-11-12,53,45-54,ekalinga.ram911@gmail.com,2948494345,Surat,Gujarat,West,395003,2025-12-30,Regular,Sports,False,True
C002479,CUST002479,Vasudha,Srinivasan,Vasudha Srinivasan,Female,1993-05-01,33,25-34,vasudha.srinivasan465@gmail.com,8655009159,Hyderabad,Telangana,South,500001,2024-06-13,Regular,Fashion,False,True
C002480,CUST002480,Oscar,Ratta,Oscar Ratta,Male,1995-09-01,30,25-34,oscar.ratta859@gmail.com,5936019412,Jaipur,Rajasthan,North,302001,2023-02-15,Regular,Electronics,True,True
C002481,CUST002481,Victor,Balasubramanian,Victor Balasubramanian,Male,1993-09-22,32,25-34,victor.balasubramanian177@gmail.com,3608780720,Siliguri,West Bengal,East,734001,2024-05-23,Regular,Books,False,True
